defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,failure_mode,machine_id
DEF-00244,L01074,Tool Damage,2026-06-04,Cutting Edge,Critical,Visual,2143.38,TWF,LINE1-M01
DEF-00245,L01075,Tool Damage,2026-06-04,Spindle Interface,Major,Automated,464.85,TWF,LINE1-M02
DEF-00246,H01076,Tool Damage,2026-06-04,Tool Tip,Major,X-Ray,687.84,TWF,LINE2-M02
DEF-00247,M01077,Power Defect,2026-06-04,Power Supply,Critical,Automated,2303.48,PWF,LINE2-M01
DEF-00248,L01079,Power Defect,2026-06-04,Drive Motor,Major,Visual,796.92,PWF,LINE3-M02
DEF-00249,H01094,Power Defect,2026-06-04,Power Supply,Critical,Visual,816.88,PWF,LINE2-M02
DEF-00250,H01096,Power Defect,2026-06-04,Drive Motor,Major,Visual,598.86,PWF,LINE1-M02
DEF-00251,L01097,Power Defect,2026-06-04,Drive Motor,Major,Manual,355.14,PWF,LINE3-M01
DEF-00252,L01107,Power Defect,2026-06-04,Electrical Panel,Critical,Automated,1019.08,PWF,LINE3-M02
DEF-00253,L01114,Power Defect,2026-06-04,Drive Motor,Critical,Automated,2430.67,PWF,LINE2-M02
DEF-00254,L01117,Power Defect,2026-06-04,VFD Unit,Major,Visual,333.79,PWF,LINE3-M02
DEF-00255,L01120,Power Defect,2026-06-04,Power Supply,Critical,Automated,1798.88,PWF,LINE1-M02
DEF-00256,L01121,Power Defect,2026-06-04,VFD Unit,Major,Manual,486.12,PWF,LINE2-M02
DEF-00257,L01137,Power Defect,2026-06-04,Electrical Panel,Critical,Automated,1347.25,PWF,LINE3-M01
DEF-00258,H01143,Power Defect,2026-06-04,Drive Motor,Minor,Ultrasonic,87.41,PWF,LINE3-M01
DEF-00259,M01146,Power Defect,2026-06-04,Drive Motor,Major,Automated,488.46,PWF,LINE1-M02
DEF-00260,M01147,Power Defect,2026-06-04,Electrical Panel,Major,Ultrasonic,374.56,PWF,LINE1-M01
DEF-00261,L01148,Power Defect,2026-06-04,VFD Unit,Major,Visual,408.4,PWF,LINE1-M01
DEF-00262,M01152,Tool Damage,2026-06-04,Spindle Interface,Major,Manual,301.65,TWF,LINE1-M01
DEF-00263,M01155,Tool Damage,2026-06-04,Spindle Interface,Major,Automated,785.31,TWF,LINE1-M02
DEF-00264,L01156,Tool Damage,2026-06-04,Tool Holder,Major,Manual,497.1,TWF,LINE1-M02
DEF-00265,L01157,Tool Damage,2026-06-04,Cutting Edge,Critical,Ultrasonic,1383.57,TWF,LINE2-M02
DEF-00266,H01158,Tool Damage,2026-06-04,Spindle Interface,Major,X-Ray,332.63,TWF,LINE3-M02
DEF-00267,L01159,Tool Damage,2026-06-04,Cutting Edge,Major,Visual,369.53,TWF,LINE3-M01
DEF-00268,H01160,Tool Damage,2026-06-04,Tool Holder,Major,Visual,681.89,TWF,LINE2-M01
DEF-00269,L01161,Power Defect,2026-06-04,Electrical Panel,Major,Ultrasonic,386.8,PWF,LINE1-M01
DEF-00270,M01167,Thermal Defect,2026-06-04,Heat Exchanger,Critical,Ultrasonic,1014.09,HDF,LINE2-M01
DEF-00271,M01177,Power Defect,2026-06-04,Electrical Panel,Major,Visual,611.46,PWF,LINE2-M01
DEF-00272,L01182,Power Defect,2026-06-04,Drive Motor,Major,Visual,472.08,PWF,LINE2-M01
DEF-00273,L01195,Power Defect,2026-06-04,VFD Unit,Critical,Visual,1730.05,PWF,LINE1-M02
DEF-00274,M01198,Power Defect,2026-06-04,Electrical Panel,Minor,Visual,89.23,PWF,LINE2-M02
DEF-00275,L01217,Power Defect,2026-06-04,Drive Motor,Major,Manual,282.22,PWF,LINE2-M01
DEF-00276,L01223,Power Defect,2026-06-04,VFD Unit,Critical,Ultrasonic,1493.83,PWF,LINE1-M02
DEF-00277,L01230,Power Defect,2026-06-04,Power Supply,Minor,X-Ray,215.56,PWF,LINE2-M01
DEF-00278,H01232,Power Defect,2026-06-04,Electrical Panel,Minor,Visual,102.68,PWF,LINE1-M02
DEF-00279,L01233,Tool Damage,2026-06-04,Spindle Interface,Critical,Automated,2337.24,TWF,LINE1-M02
DEF-00280,L01234,Tool Damage,2026-06-04,Cutting Edge,Major,Visual,584.82,TWF,LINE3-M01
DEF-00281,L01238,Tool Damage,2026-06-04,Tool Tip,Major,Manual,529.53,TWF,LINE1-M01
DEF-00282,L01239,Tool Damage,2026-06-04,Spindle Interface,Critical,X-Ray,1158.16,TWF,LINE2-M02
DEF-00283,H01240,Tool Damage,2026-06-04,Spindle Interface,Major,Manual,736.94,TWF,LINE2-M01
DEF-00284,M01241,Tool Damage,2026-06-04,Cutting Edge,Minor,X-Ray,83.77,TWF,LINE1-M01
DEF-00285,L01242,Tool Damage,2026-06-04,Tool Holder,Major,Ultrasonic,652.65,TWF,LINE1-M01
DEF-00286,H01243,Tool Damage,2026-06-04,Cutting Edge,Major,Manual,652.4,TWF,LINE1-M01
DEF-00287,L01251,Power Defect,2026-06-04,Power Supply,Critical,Ultrasonic,1522.27,PWF,LINE2-M01
DEF-00288,L01252,Thermal Defect,2026-06-04,Bearing Assembly,Major,Automated,519.05,HDF,LINE3-M01
DEF-00289,L01254,Power Defect,2026-06-04,Drive Motor,Major,Manual,370.42,PWF,LINE2-M02
DEF-00290,L01297,Power Defect,2026-06-04,Power Supply,Critical,Ultrasonic,1253.28,PWF,LINE1-M02
DEF-00291,M01298,Power Defect,2026-06-04,VFD Unit,Critical,X-Ray,805.48,PWF,LINE2-M01
DEF-00292,L01300,Power Defect,2026-06-04,VFD Unit,Critical,Ultrasonic,817.75,PWF,LINE1-M01
DEF-00293,L01316,Power Defect,2026-06-04,Electrical Panel,Major,Ultrasonic,634.33,PWF,LINE3-M02
DEF-00294,L01317,Tool Damage,2026-06-04,Spindle Interface,Major,Ultrasonic,429.91,TWF,LINE3-M01
DEF-00295,H01319,Tool Damage,2026-06-04,Tool Holder,Minor,Ultrasonic,179.12,TWF,LINE2-M02
DEF-00296,M01320,Tool Damage,2026-06-04,Tool Tip,Major,Ultrasonic,406.73,TWF,LINE1-M01
DEF-00297,M01322,Tool Damage,2026-06-04,Cutting Edge,Minor,Ultrasonic,187.26,TWF,LINE2-M01
DEF-00298,L01323,Tool Damage,2026-06-04,Spindle Interface,Minor,Ultrasonic,231.64,TWF,LINE2-M01
DEF-00299,M01324,Tool Damage,2026-06-04,Spindle Interface,Major,X-Ray,332.71,TWF,LINE3-M02
DEF-00300,H01325,Tool Damage,2026-06-04,Spindle Interface,Critical,Manual,1424.08,TWF,LINE1-M02
DEF-00301,M01326,Tool Damage,2026-06-04,Cutting Edge,Critical,X-Ray,1351.88,TWF,LINE2-M02
DEF-00302,M01328,Thermal Defect,2026-06-04,Bearing Assembly,Major,Visual,704.06,HDF,LINE3-M02
DEF-00303,H01333,Thermal Defect,2026-06-04,Bearing Assembly,Critical,Automated,831.82,HDF,LINE2-M01
DEF-00304,H01335,Power Defect,2026-06-04,Drive Motor,Major,Manual,463.97,PWF,LINE3-M02
DEF-00305,L01336,Thermal Defect,2026-06-04,Bearing Assembly,Critical,Manual,1089.02,HDF,LINE2-M02
DEF-00306,L01337,Thermal Defect,2026-06-04,Motor Housing,Minor,Manual,155.92,HDF,LINE1-M01
DEF-00307,L01351,Thermal Defect,2026-06-04,Bearing Assembly,Critical,Manual,919.62,HDF,LINE2-M01
DEF-00308,H01356,Power Defect,2026-06-05,Power Supply,Critical,Automated,1810.53,PWF,LINE2-M02
DEF-00309,L01361,Power Defect,2026-06-05,Electrical Panel,Critical,Automated,1902.24,PWF,LINE3-M01
DEF-00310,L01362,Power Defect,2026-06-05,Drive Motor,Minor,Automated,171.73,PWF,LINE2-M01
DEF-00311,M01385,Power Defect,2026-06-05,Electrical Panel,Critical,Automated,2461.2,PWF,LINE2-M02
DEF-00312,L01394,Structural Stress,2026-06-05,Shaft,Minor,Ultrasonic,239.7,OSF,LINE1-M01
DEF-00313,L01395,Tool Damage,2026-06-05,Spindle Interface,Major,X-Ray,720.57,TWF,LINE2-M01
DEF-00314,M01397,Tool Damage,2026-06-05,Spindle Interface,Critical,Automated,1356.68,TWF,LINE1-M01
DEF-00315,L01399,Tool Damage,2026-06-05,Tool Tip,Critical,Ultrasonic,1446.71,TWF,LINE1-M02
DEF-00316,L01400,Tool Damage,2026-06-05,Cutting Edge,Critical,Automated,2031.68,TWF,LINE1-M01
DEF-00317,H01401,Thermal Defect,2026-06-05,Motor Housing,Major,Ultrasonic,791.83,HDF,LINE1-M02
DEF-00318,M01402,Tool Damage,2026-06-05,Spindle Interface,Minor,Manual,70.01,TWF,LINE3-M01
DEF-00319,M01405,Tool Damage,2026-06-05,Tool Holder,Major,Automated,344.83,TWF,LINE1-M01
DEF-00320,H01406,Tool Damage,2026-06-05,Spindle Interface,Major,Visual,395.85,TWF,LINE1-M01
DEF-00321,M01407,Tool Damage,2026-06-05,Tool Holder,Major,Automated,579.18,TWF,LINE2-M01
DEF-00322,L01408,Tool Damage,2026-06-05,Tool Tip,Major,Automated,790.85,TWF,LINE1-M02
DEF-00323,M01409,Power Defect,2026-06-05,Drive Motor,Minor,Ultrasonic,158.0,PWF,LINE3-M01
DEF-00324,L01410,Power Defect,2026-06-05,Drive Motor,Critical,Ultrasonic,939.72,PWF,LINE3-M01
DEF-00325,L01411,Power Defect,2026-06-05,VFD Unit,Major,Automated,785.68,PWF,LINE3-M01
DEF-00326,L01414,Power Defect,2026-06-05,Electrical Panel,Major,Ultrasonic,699.34,PWF,LINE2-M02
DEF-00327,H01416,Power Defect,2026-06-05,VFD Unit,Critical,Visual,2255.56,PWF,LINE2-M01
DEF-00328,L01421,Power Defect,2026-06-05,Power Supply,Minor,X-Ray,236.13,PWF,LINE1-M02
DEF-00329,L01429,Power Defect,2026-06-05,Electrical Panel,Minor,Manual,191.95,PWF,LINE2-M01
DEF-00330,L01434,Thermal Defect,2026-06-05,Heat Exchanger,Minor,X-Ray,178.54,HDF,LINE3-M02
DEF-00331,L01437,Power Defect,2026-06-05,Drive Motor,Critical,Ultrasonic,2365.14,PWF,LINE3-M01
DEF-00332,L01441,Power Defect,2026-06-05,Power Supply,Critical,Manual,2086.16,PWF,LINE2-M01
DEF-00333,L01455,Power Defect,2026-06-05,Electrical Panel,Critical,Automated,1816.16,PWF,LINE1-M02
DEF-00334,H01467,Power Defect,2026-06-05,Electrical Panel,Major,Automated,745.13,PWF,LINE3-M01
DEF-00335,L01479,Thermal Defect,2026-06-05,Motor Housing,Minor,Ultrasonic,111.95,HDF,LINE3-M01
DEF-00336,H01481,Tool Damage,2026-06-05,Tool Holder,Critical,X-Ray,1630.51,TWF,LINE1-M02
DEF-00337,H01482,Thermal Defect,2026-06-05,Heat Exchanger,Major,Ultrasonic,309.67,HDF,LINE1-M02
DEF-00338,H01484,Tool Damage,2026-06-05,Cutting Edge,Major,X-Ray,328.52,TWF,LINE1-M02
DEF-00339,H01485,Tool Damage,2026-06-05,Spindle Interface,Major,Ultrasonic,757.01,TWF,LINE1-M02
DEF-00340,L01486,Tool Damage,2026-06-05,Spindle Interface,Major,Ultrasonic,594.97,TWF,LINE3-M01
DEF-00341,H01487,Tool Damage,2026-06-05,Cutting Edge,Critical,Visual,1339.84,TWF,LINE2-M01
DEF-00342,L01488,Tool Damage,2026-06-05,Tool Tip,Major,Visual,378.51,TWF,LINE3-M01
DEF-00343,L01490,Power Defect,2026-06-05,Electrical Panel,Major,X-Ray,380.72,PWF,LINE3-M02
DEF-00344,M01496,Power Defect,2026-06-05,Electrical Panel,Minor,Manual,71.73,PWF,LINE2-M02
DEF-00345,L01499,Power Defect,2026-06-05,Electrical Panel,Major,Manual,321.81,PWF,LINE1-M02
DEF-00346,L01500,Power Defect,2026-06-05,Drive Motor,Major,Manual,279.01,PWF,LINE3-M01
DEF-00347,H01502,Thermal Defect,2026-06-05,Cooling System,Critical,Ultrasonic,2296.95,HDF,LINE2-M02
DEF-00348,H01510,Power Defect,2026-06-05,Drive Motor,Major,X-Ray,729.62,PWF,LINE2-M02
DEF-00349,M01543,Thermal Defect,2026-06-05,Heat Exchanger,Critical,Manual,2096.04,HDF,LINE2-M01
DEF-00350,M01546,Power Defect,2026-06-05,Electrical Panel,Major,Manual,552.57,PWF,LINE1-M01
DEF-00351,H01549,Thermal Defect,2026-06-05,Bearing Assembly,Minor,Ultrasonic,159.02,HDF,LINE1-M02
DEF-00352,L01551,Power Defect,2026-06-05,Power Supply,Major,X-Ray,333.95,PWF,LINE1-M01
DEF-00353,L01559,Tool Damage,2026-06-05,Tool Tip,Minor,Ultrasonic,116.79,TWF,LINE3-M02
DEF-00354,L01560,Power Defect,2026-06-05,Power Supply,Critical,Visual,1933.94,PWF,LINE2-M02
DEF-00355,L01561,Tool Damage,2026-06-05,Tool Tip,Critical,X-Ray,1315.86,TWF,LINE1-M01
DEF-00356,L01562,Tool Damage,2026-06-05,Cutting Edge,Major,Manual,403.99,TWF,LINE1-M01
DEF-00357,M01564,Tool Damage,2026-06-05,Spindle Interface,Major,Manual,737.54,TWF,LINE1-M01
DEF-00358,L01565,Tool Damage,2026-06-05,Tool Tip,Major,Ultrasonic,523.58,TWF,LINE3-M02
DEF-00359,H01566,Tool Damage,2026-06-05,Spindle Interface,Critical,Automated,1254.38,TWF,LINE1-M01
DEF-00360,H01567,Tool Damage,2026-06-05,Tool Holder,Major,Visual,518.69,TWF,LINE3-M02
DEF-00361,M01575,Thermal Defect,2026-06-05,Bearing Assembly,Major,Automated,467.23,HDF,LINE3-M02
DEF-00362,L01577,Thermal Defect,2026-06-05,Bearing Assembly,Major,Manual,383.01,HDF,LINE3-M01
DEF-00363,L01599,Thermal Defect,2026-06-05,Heat Exchanger,Major,Automated,598.37,HDF,LINE2-M01
DEF-00364,L01607,Power Defect,2026-06-05,Drive Motor,Major,Manual,589.0,PWF,LINE3-M01
DEF-00365,H01608,Thermal Defect,2026-06-05,Motor Housing,Critical,Manual,1762.23,HDF,LINE2-M02
DEF-00366,M01613,Power Defect,2026-06-05,Drive Motor,Major,Visual,791.13,PWF,LINE2-M01
DEF-00367,L01614,Power Defect,2026-06-05,Electrical Panel,Critical,Ultrasonic,1251.69,PWF,LINE2-M02
DEF-00368,M01619,Power Defect,2026-06-05,Electrical Panel,Critical,Automated,2442.88,PWF,LINE2-M01
DEF-00369,L01627,Thermal Defect,2026-06-05,Cooling System,Major,Visual,627.57,HDF,LINE2-M01
DEF-00370,M01630,Power Defect,2026-06-05,VFD Unit,Major,Visual,788.54,PWF,LINE1-M01
DEF-00371,H01640,Power Defect,2026-06-05,VFD Unit,Critical,X-Ray,2073.88,PWF,LINE3-M02
DEF-00372,L01643,Thermal Defect,2026-06-05,Motor Housing,Critical,Ultrasonic,1903.42,HDF,LINE1-M02
DEF-00373,L01647,Tool Damage,2026-06-05,Cutting Edge,Critical,Automated,1082.11,TWF,LINE2-M02
DEF-00374,L01648,Tool Damage,2026-06-05,Tool Tip,Critical,Manual,1367.87,TWF,LINE2-M01
DEF-00375,L01650,Structural Stress,2026-06-05,Chuck Assembly,Critical,Ultrasonic,2202.01,OSF,LINE3-M01
DEF-00376,L01652,Structural Stress,2026-06-05,Chuck Assembly,Minor,Automated,135.38,OSF,LINE1-M01
DEF-00377,L01654,Tool Damage,2026-06-05,Tool Tip,Minor,Manual,124.42,TWF,LINE3-M02
DEF-00378,M01655,Tool Damage,2026-06-05,Spindle Interface,Minor,X-Ray,154.01,TWF,LINE3-M02
DEF-00379,L01656,Tool Damage,2026-06-05,Tool Tip,Major,Visual,648.35,TWF,LINE1-M01
DEF-00380,L01657,Tool Damage,2026-06-05,Tool Holder,Critical,Visual,1222.85,TWF,LINE2-M02
DEF-00381,L01658,Tool Damage,2026-06-05,Cutting Edge,Minor,Manual,174.61,TWF,LINE3-M02
DEF-00382,L01659,Power Defect,2026-06-05,Power Supply,Major,Ultrasonic,315.02,PWF,LINE2-M02
DEF-00383,H01662,Thermal Defect,2026-06-05,Motor Housing,Minor,Manual,76.7,HDF,LINE3-M02
DEF-00384,M01666,Power Defect,2026-06-05,Electrical Panel,Critical,Manual,1981.34,PWF,LINE1-M02
DEF-00385,L01688,Power Defect,2026-06-05,VFD Unit,Major,Automated,678.27,PWF,LINE3-M01
DEF-00386,L01691,Power Defect,2026-06-05,VFD Unit,Major,Visual,356.79,PWF,LINE3-M01
DEF-00387,H01718,Power Defect,2026-06-06,Electrical Panel,Major,Visual,403.63,PWF,LINE3-M02
DEF-00388,L01732,Structural Stress,2026-06-06,Chuck Assembly,Critical,X-Ray,875.09,OSF,LINE3-M01
DEF-00389,L01733,Power Defect,2026-06-06,VFD Unit,Minor,Visual,95.87,PWF,LINE3-M01
DEF-00390,M01736,Tool Damage,2026-06-06,Tool Holder,Minor,Manual,73.58,TWF,LINE1-M01
DEF-00391,M01737,Tool Damage,2026-06-06,Tool Tip,Critical,Visual,1706.15,TWF,LINE3-M02
DEF-00392,L01740,Tool Damage,2026-06-06,Tool Holder,Minor,Ultrasonic,217.12,TWF,LINE1-M02
DEF-00393,L01741,Tool Damage,2026-06-06,Cutting Edge,Minor,X-Ray,197.4,TWF,LINE2-M02
DEF-00394,L01742,Tool Damage,2026-06-06,Cutting Edge,Critical,Automated,2343.6,TWF,LINE2-M01
DEF-00395,L01744,Tool Damage,2026-06-06,Tool Tip,Minor,Visual,153.59,TWF,LINE1-M02
DEF-00396,M01745,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,266.48,TWF,LINE3-M01
DEF-00397,L01747,Thermal Defect,2026-06-06,Heat Exchanger,Critical,Automated,2138.69,HDF,LINE3-M01
DEF-00398,M01749,Thermal Defect,2026-06-06,Cooling System,Minor,Manual,65.32,HDF,LINE3-M01
DEF-00399,M01753,Power Defect,2026-06-06,Drive Motor,Critical,Ultrasonic,2040.32,PWF,LINE1-M02
DEF-00400,L01782,Power Defect,2026-06-06,Power Supply,Major,Manual,346.53,PWF,LINE2-M01
DEF-00401,L01804,Power Defect,2026-06-06,Drive Motor,Critical,Visual,1369.23,PWF,LINE1-M01
DEF-00402,L01805,Power Defect,2026-06-06,Electrical Panel,Major,Ultrasonic,426.77,PWF,LINE2-M01
DEF-00403,L01812,Thermal Defect,2026-06-06,Cooling System,Critical,Visual,972.82,HDF,LINE3-M01
DEF-00404,M01815,Power Defect,2026-06-06,Drive Motor,Critical,Visual,1472.5,PWF,LINE2-M02
DEF-00405,L01821,Power Defect,2026-06-06,Electrical Panel,Critical,Ultrasonic,838.96,PWF,LINE3-M02
DEF-00406,L01823,Structural Stress,2026-06-06,Chuck Assembly,Minor,Manual,86.09,OSF,LINE1-M01
DEF-00407,L01824,Tool Damage,2026-06-06,Spindle Interface,Critical,Ultrasonic,978.33,TWF,LINE1-M02
DEF-00408,H01825,Tool Damage,2026-06-06,Cutting Edge,Major,X-Ray,782.9,TWF,LINE1-M01
DEF-00409,L01827,Tool Damage,2026-06-06,Tool Tip,Major,X-Ray,712.97,TWF,LINE1-M01
DEF-00410,L01828,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,531.71,TWF,LINE3-M02
DEF-00411,L01831,Tool Damage,2026-06-06,Tool Tip,Major,X-Ray,785.35,TWF,LINE1-M02
DEF-00412,M01832,Structural Stress,2026-06-06,Gearbox,Major,Manual,715.03,OSF,LINE2-M02
DEF-00413,L01839,Power Defect,2026-06-06,Electrical Panel,Minor,Automated,202.3,PWF,LINE2-M02
DEF-00414,L01842,Power Defect,2026-06-06,Electrical Panel,Critical,Manual,1344.75,PWF,LINE3-M02
DEF-00415,L01843,Power Defect,2026-06-06,Drive Motor,Critical,Visual,2201.36,PWF,LINE1-M01
DEF-00416,L01849,Power Defect,2026-06-06,Power Supply,Major,Automated,399.43,PWF,LINE1-M02
DEF-00417,M01856,Power Defect,2026-06-06,VFD Unit,Minor,Manual,73.15,PWF,LINE3-M01
DEF-00418,L01862,Power Defect,2026-06-06,VFD Unit,Critical,X-Ray,812.04,PWF,LINE3-M01
DEF-00419,M01887,Power Defect,2026-06-06,Electrical Panel,Minor,Ultrasonic,81.48,PWF,LINE1-M01
DEF-00420,H01905,Tool Damage,2026-06-06,Cutting Edge,Minor,Automated,152.84,TWF,LINE2-M02
DEF-00421,M01906,Tool Damage,2026-06-06,Tool Tip,Major,X-Ray,518.94,TWF,LINE3-M02
DEF-00422,M01908,Tool Damage,2026-06-06,Tool Holder,Major,Manual,279.64,TWF,LINE2-M01
DEF-00423,L01913,Tool Damage,2026-06-06,Tool Tip,Major,Visual,706.88,TWF,LINE2-M02
DEF-00424,L01914,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,263.71,TWF,LINE1-M02
DEF-00425,L01915,Tool Damage,2026-06-06,Tool Holder,Minor,X-Ray,102.54,TWF,LINE2-M02
DEF-00426,L01916,Tool Damage,2026-06-06,Cutting Edge,Critical,Manual,2133.58,TWF,LINE1-M02
DEF-00427,L01917,Power Defect,2026-06-06,Electrical Panel,Critical,Automated,1830.39,PWF,LINE3-M01
DEF-00428,L01918,Tool Damage,2026-06-06,Tool Tip,Major,Ultrasonic,410.94,TWF,LINE1-M02
DEF-00429,L01919,Tool Damage,2026-06-06,Spindle Interface,Major,Ultrasonic,707.0,TWF,LINE1-M01
DEF-00430,H01943,Thermal Defect,2026-06-06,Motor Housing,Minor,Manual,232.0,HDF,LINE2-M02
DEF-00431,H01946,Power Defect,2026-06-06,Drive Motor,Critical,Ultrasonic,871.11,PWF,LINE3-M01
DEF-00432,H01949,Power Defect,2026-06-06,VFD Unit,Critical,Visual,1661.43,PWF,LINE3-M01
DEF-00433,M01951,Thermal Defect,2026-06-06,Bearing Assembly,Major,Visual,510.96,HDF,LINE1-M02
DEF-00434,M01955,Power Defect,2026-06-06,VFD Unit,Major,Automated,684.05,PWF,LINE2-M02
DEF-00435,L01962,Power Defect,2026-06-06,VFD Unit,Critical,X-Ray,2453.1,PWF,LINE1-M01
DEF-00436,H01982,Thermal Defect,2026-06-06,Heat Exchanger,Major,Manual,335.25,HDF,LINE3-M02
DEF-00437,M01985,Thermal Defect,2026-06-06,Cooling System,Major,Visual,685.79,HDF,LINE1-M01
DEF-00438,L01987,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,346.65,TWF,LINE3-M01
DEF-00439,M01989,Tool Damage,2026-06-06,Cutting Edge,Minor,Manual,124.53,TWF,LINE3-M02
DEF-00440,M01990,Tool Damage,2026-06-06,Cutting Edge,Major,Ultrasonic,530.68,TWF,LINE3-M01
DEF-00441,M01991,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,621.95,TWF,LINE2-M01
DEF-00442,L01992,Tool Damage,2026-06-06,Tool Tip,Minor,Ultrasonic,115.88,TWF,LINE1-M01
DEF-00443,H01993,Tool Damage,2026-06-06,Cutting Edge,Major,Visual,397.77,TWF,LINE2-M01
DEF-00444,L01994,Tool Damage,2026-06-06,Tool Tip,Major,X-Ray,428.16,TWF,LINE2-M02
DEF-00445,H01996,Tool Damage,2026-06-06,Tool Tip,Major,X-Ray,472.89,TWF,LINE2-M01
DEF-00446,M02002,Thermal Defect,2026-06-06,Bearing Assembly,Minor,Manual,142.11,HDF,LINE2-M01
DEF-00447,H02008,Power Defect,2026-06-06,VFD Unit,Critical,Ultrasonic,1173.25,PWF,LINE2-M01
DEF-00448,L02011,Power Defect,2026-06-06,VFD Unit,Major,Visual,464.22,PWF,LINE1-M01
DEF-00449,L02019,Power Defect,2026-06-06,VFD Unit,Critical,Manual,920.23,PWF,LINE1-M02
DEF-00450,L02026,Power Defect,2026-06-06,VFD Unit,Critical,Visual,2392.76,PWF,LINE2-M01
DEF-00451,L02032,Power Defect,2026-06-06,VFD Unit,Major,Ultrasonic,440.86,PWF,LINE1-M02
DEF-00452,H02034,Thermal Defect,2026-06-06,Heat Exchanger,Critical,Automated,1422.47,HDF,LINE1-M02
DEF-00453,L02036,Power Defect,2026-06-06,VFD Unit,Critical,Visual,877.53,PWF,LINE3-M01
DEF-00454,L02040,Thermal Defect,2026-06-06,Heat Exchanger,Minor,X-Ray,159.5,HDF,LINE3-M01
DEF-00455,H02052,Power Defect,2026-06-06,Drive Motor,Minor,Manual,154.13,PWF,LINE1-M02
DEF-00456,H02063,Power Defect,2026-06-06,VFD Unit,Major,X-Ray,286.32,PWF,LINE2-M02
DEF-00457,L02064,Power Defect,2026-06-06,Drive Motor,Critical,Manual,1877.87,PWF,LINE3-M01
DEF-00458,H02066,Power Defect,2026-06-06,Drive Motor,Minor,Ultrasonic,133.59,PWF,LINE1-M02
DEF-00459,L02069,Power Defect,2026-06-06,Drive Motor,Critical,Ultrasonic,2463.08,PWF,LINE3-M01
DEF-00460,L02071,Power Defect,2026-06-06,Drive Motor,Major,Ultrasonic,727.75,PWF,LINE3-M02
DEF-00461,M02075,Tool Damage,2026-06-07,Cutting Edge,Major,Manual,479.26,TWF,LINE2-M02
DEF-00462,M02076,Tool Damage,2026-06-07,Cutting Edge,Minor,Manual,216.8,TWF,LINE2-M01
DEF-00463,H02077,Tool Damage,2026-06-07,Cutting Edge,Minor,X-Ray,184.7,TWF,LINE2-M01
DEF-00464,H02079,Tool Damage,2026-06-07,Spindle Interface,Critical,Automated,1175.03,TWF,LINE1-M01
DEF-00465,L02080,Tool Damage,2026-06-07,Tool Holder,Critical,Visual,1217.39,TWF,LINE3-M02
DEF-00466,M02084,Power Defect,2026-06-07,Power Supply,Critical,Visual,2340.11,PWF,LINE2-M02
DEF-00467,M02118,Thermal Defect,2026-06-07,Motor Housing,Major,Manual,462.36,HDF,LINE3-M02
DEF-00468,M02120,Power Defect,2026-06-07,VFD Unit,Major,Visual,431.47,PWF,LINE2-M01
DEF-00469,M02123,Power Defect,2026-06-07,Power Supply,Major,X-Ray,419.11,PWF,LINE3-M01
DEF-00470,H02125,Power Defect,2026-06-07,Power Supply,Major,Automated,688.84,PWF,LINE3-M02
DEF-00471,H02134,Power Defect,2026-06-07,VFD Unit,Critical,X-Ray,2056.5,PWF,LINE1-M02
DEF-00472,M02136,Power Defect,2026-06-07,VFD Unit,Minor,Manual,51.59,PWF,LINE3-M02
DEF-00473,M02137,Power Defect,2026-06-07,VFD Unit,Minor,X-Ray,112.8,PWF,LINE1-M01
DEF-00474,L02139,Power Defect,2026-06-07,Drive Motor,Major,Ultrasonic,417.94,PWF,LINE2-M02
DEF-00475,L02143,Thermal Defect,2026-06-07,Cooling System,Minor,Visual,164.2,HDF,LINE3-M02
DEF-00476,L02147,Structural Stress,2026-06-07,Shaft,Major,Automated,325.0,OSF,LINE1-M01
DEF-00477,M02156,Tool Damage,2026-06-07,Cutting Edge,Major,Automated,451.64,TWF,LINE1-M02
DEF-00478,H02158,Tool Damage,2026-06-07,Tool Tip,Critical,X-Ray,1028.55,TWF,LINE1-M01
DEF-00479,H02159,Tool Damage,2026-06-07,Cutting Edge,Minor,Ultrasonic,63.54,TWF,LINE1-M01
DEF-00480,M02160,Tool Damage,2026-06-07,Tool Holder,Minor,Visual,212.77,TWF,LINE2-M01
DEF-00481,M02161,Tool Damage,2026-06-07,Spindle Interface,Minor,Ultrasonic,166.34,TWF,LINE2-M02
DEF-00482,M02162,Tool Damage,2026-06-07,Cutting Edge,Major,Visual,770.6,TWF,LINE1-M01
DEF-00483,M02163,Tool Damage,2026-06-07,Tool Tip,Major,Manual,733.27,TWF,LINE3-M01
DEF-00484,M02164,Tool Damage,2026-06-07,Tool Holder,Critical,Manual,2215.09,TWF,LINE2-M01
DEF-00485,M02165,Tool Damage,2026-06-07,Tool Holder,Major,Manual,622.7,TWF,LINE2-M02
DEF-00486,M02166,Tool Damage,2026-06-07,Tool Tip,Major,X-Ray,438.78,TWF,LINE1-M01
DEF-00487,L02171,Power Defect,2026-06-07,Drive Motor,Major,Automated,310.17,PWF,LINE1-M02
